"","pairnum","sex","zygosity","moed","faed","faminc","english","math","socsci","natsci","vocab"
"1167",1056,"2","1","4","6","7",25,33,27,18,29
"1168",1056,"2","1","4","6","7",25,27,23,14,28
"1169",1057,"1","2","4","4","4",20,23,26,30,28
"1170",1057,"1","2","4","4","4",19,20,23,26,20
"1171",1059,"1","1","2","3","2",9,11,8,12,18
"1172",1059,"1","1","2","3","2",13,10,11,15,16
"1173",1062,"1","2","3","4","4",25,33,27,28,26
"1174",1062,"1","2","3","4","4",22,21,22,23,21
"1175",1065,"1","2","5","6","5",26,32,29,29,28
"1176",1065,"1","2","5","6","5",23,35,26,33,28
"1177",1070,"1","1","2","2","3",21,29,21,25,22
"1178",1070,"1","1","2","2","3",22,30,25,26,25
"1179",1071,"1","2","4","6","5",11,24,20,25,20
"1180",1071,"1","2","4","6","5",14,26,22,26,21
"1181",1072,"1","1","5","6","4",25,28,31,30,27
"1182",1072,"1","1","5","6","4",24,30,29,29,31
"1183",1074,"2","2","3","4","4",19,21,19,23,24
"1184",1074,"2","2","3","4","4",18,26,18,20,20
"1185",1078,"2","2","4","3","5",20,23,15,13,18
"1186",1078,"2","2","4","3","5",19,13,14,13,19
"1187",1079,"2","1","4","3","4",19,17,17,16,17
"1188",1079,"2","1","4","3","4",22,16,18,22,18
"1191",1083,"1","1","4","3","2",15,21,18,16,20
"1192",1083,"1","1","4","3","2",17,13,16,15,25
"1193",1085,"1","1","2","4","2",17,13,13,15,18
"1194",1085,"1","1","2","4","2",18,19,17,22,18
"1195",1089,"2","1","3","2","2",18,24,23,16,22
"1196",1089,"2","1","3","2","2",20,20,23,26,24
"1197",1091,"1","1","3","3","3",16,27,22,17,21
"1198",1091,"1","1","3","3","3",20,25,21,24,23
"1199",1092,"1","1","3","6","4",25,22,24,25,19
"1200",1092,"1","1","3","6","4",27,24,21,28,21
"1201",1096,"2","1","3","4","4",17,29,23,24,25
"1202",1096,"2","1","3","4","4",20,23,21,25,22
"1203",1097,"1","2","4","3","2",25,30,17,23,22
"1204",1097,"1","2","4","3","2",20,29,28,24,26
"1205",1099,"2","2","3","1","2",21,17,24,23,20
"1206",1099,"2","2","3","1","2",24,23,21,25,25
"1207",1100,"2","1","5","4","5",21,13,12,10,20
"1208",1100,"2","1","5","4","5",19,16,17,16,20
"1209",1103,"2","1","3","2","2",21,29,19,23,20
"1210",1103,"2","1","3","2","2",24,21,22,24,21
"1211",1104,"1","2","5","4","4",23,28,20,28,23
"1212",1104,"1","2","5","4","4",26,30,24,30,26
"1213",1107,"1","2","3","4","2",24,24,21,25,21
"1214",1107,"1","2","3","4","2",20,20,15,23,17
"1215",1108,"2","2","3","2","3",12,14,13,11,18
"1216",1108,"2","2","3","2","3",21,16,20,10,19
"1217",1109,"1","1","2","1","1",17,13,20,18,16
"1218",1109,"1","1","2","1","1",18,11,22,16,18
"1219",1110,"1","2","3","3","4",20,18,21,20,21
"1220",1110,"1","2","3","3","4",20,20,26,25,26
"1221",1111,"1","1","3","4","2",19,23,19,26,19
"1222",1111,"1","1","3","4","2",20,28,18,23,22
"1223",1112,"2","1","3","4","2",23,20,16,20,19
"1224",1112,"2","1","3","4","2",23,13,18,19,16
"1225",1113,"1","2","3","3","4",11,13,16,21,21
"1226",1113,"1","2","3","3","4",12,16,18,23,18
"1227",1114,"2","2","3","5","2",18,10,15,15,22
"1228",1114,"2","2","3","5","2",11,20,14,13,22
"1229",1117,"2","1","4","6","7",22,26,17,18,18
"1230",1117,"2","1","4","6","7",21,25,20,18,17
"1231",1118,"1","1","2","4","4",20,30,20,20,22
"1232",1118,"1","1","2","4","4",15,21,17,21,14
"1233",1119,"2","1","2","3","5",18,14,17,16,18
"1234",1119,"2","1","2","3","5",17,14,23,17,21
"1235",1120,"1","1","3","4","4",18,22,23,25,24
"1236",1120,"1","1","3","4","4",20,22,23,25,25
"1237",1122,"2","2","4","4","4",23,25,19,17,21
"1238",1122,"2","2","4","4","4",24,30,26,24,25
"1239",1123,"1","2","4","5","4",22,23,21,23,20
"1240",1123,"1","2","4","5","4",22,26,16,27,21
"1241",1124,"1","1","4","3","2",21,21,19,21,20
"1242",1124,"1","1","4","3","2",17,12,11,17,16
"1243",1125,"2","1","3","3","3",18,6,15,13,15
"1244",1125,"2","1","3","3","3",18,10,18,16,18
"1245",1127,"2","2","4","4","2",11,8,15,13,14
"1246",1127,"2","2","4","4","2",16,3,12,18,19
"1247",1128,"1","2","6","6","4",22,22,20,17,24
"1248",1128,"1","2","6","6","4",23,28,23,23,27
"1249",1130,"1","2","4","6","5",22,22,24,25,18
"1250",1130,"1","2","4","6","5",28,33,31,31,27
"1251",1131,"1","1","4","5","3",21,27,28,21,27
"1252",1131,"1","1","4","5","3",24,33,27,29,24
"1253",1133,"2","1","4","3","2",18,18,19,16,20
"1254",1133,"2","1","4","3","2",19,13,15,12,17
"1255",1135,"2","1","4","5","2",17,17,16,9,16
"1256",1135,"2","1","4","5","2",19,13,17,13,16
"1257",1136,"2","1","3","3","7",15,11,15,8,14
"1258",1136,"2","1","3","3","7",17,13,8,17,16
"1259",1137,"1","2","2","4","1",9,20,17,18,14
"1260",1137,"1","2","2","4","1",13,18,16,20,12
"1261",1138,"2","2","4","6","4",24,21,19,22,18
"1262",1138,"2","2","4","6","4",17,14,18,17,15
"1263",1140,"2","1","5","6","5",17,23,19,22,18
"1264",1140,"2","1","5","6","5",20,20,18,23,19
"1265",1142,"2","1","4","6","4",25,18,26,23,21
"1266",1142,"2","1","4","6","4",24,24,25,24,22
"1267",1143,"1","2","4","6","3",21,19,24,25,17
"1268",1143,"1","2","4","6","3",27,29,28,30,24
"1269",1144,"2","2","5","3","2",28,25,29,26,28
"1270",1144,"2","2","5","3","2",19,21,22,23,22
"1271",1145,"2","2","5","5","3",17,11,24,19,20
"1272",1145,"2","2","5","5","3",18,13,15,17,15
"1273",1146,"2","1","4","3","3",23,15,17,21,23
"1274",1146,"2","1","4","3","3",21,22,18,20,21
"1275",1147,"2","1","6","6","4",28,28,28,28,32
"1276",1147,"2","1","6","6","4",29,29,27,29,30
"1277",1148,"2","2","4","4","3",19,21,9,17,15
"1278",1148,"2","2","4","4","3",18,18,12,20,15
"1279",1152,"1","1","3","3","2",16,23,21,20,19
"1280",1152,"1","1","3","3","2",17,19,19,23,20
"1281",1154,"1","2","6","3","3",12,13,14,12,17
"1282",1154,"1","2","6","3","3",17,18,14,12,13
"1283",1158,"1","2","5","5","5",26,30,24,22,23
"1284",1158,"1","2","5","5","5",20,24,12,17,18
"1285",1159,"2","1","5","4","3",10,8,14,10,13
"1286",1159,"2","1","5","4","3",15,8,13,11,15
"1287",1160,"2","1","2","1","3",20,20,17,15,18
"1288",1160,"2","1","2","1","3",17,22,14,17,17
"1289",1163,"2","1","5","3","4",16,19,21,23,15
"1290",1163,"2","1","5","3","4",20,20,20,24,15
"1291",1164,"1","2","3","3","4",9,20,15,6,17
"1292",1164,"1","2","3","3","4",15,17,16,12,17
"1293",1165,"1","1","3","4","3",15,30,24,27,22
"1294",1165,"1","1","3","4","3",16,24,23,25,17
"1295",1166,"1","1","3","4","3",21,33,27,28,22
"1296",1166,"1","1","3","4","3",20,31,28,29,22
"1297",1167,"2","2","5","4","3",24,30,30,25,24
"1298",1167,"2","2","5","4","3",23,22,26,28,23
"1299",1168,"1","1","3","2","1",19,22,17,18,18
"1300",1168,"1","1","3","2","1",14,14,15,18,15
"1301",1169,"1","1","5","3","2",18,25,23,24,22
"1302",1169,"1","1","5","3","2",20,27,22,27,26
"1303",1172,"1","2","2","2","4",17,24,21,23,18
"1304",1172,"1","2","2","2","4",14,22,18,17,20
"1305",1173,"2","2","3","3","2",21,18,20,23,23
"1306",1173,"2","2","3","3","2",19,17,17,16,18
"1307",1174,"2","1","3","2","4",19,20,24,19,20
"1308",1174,"2","1","3","2","4",20,21,20,23,20
"1309",1175,"2","2","5","6","2",15,17,20,17,18
"1310",1175,"2","2","5","6","2",17,20,18,11,15
"1311",1176,"2","1","3","3","2",20,19,17,22,21
"1312",1176,"2","1","3","3","2",19,14,14,13,18
"1315",1181,"1","1","2","2","1",16,17,17,20,12
"1316",1181,"1","1","2","2","1",10,20,19,19,15
"1317",1182,"2","2","3","4","2",27,33,27,29,30
"1318",1182,"2","2","3","4","2",21,23,28,19,27
"1321",1184,"1","1","1","1","1",15,18,18,24,18
"1322",1184,"1","1","1","1","1",18,16,19,17,16
"1323",1185,"2","2","1","3","1",22,14,19,11,18
"1324",1185,"2","2","1","3","1",20,17,17,15,21
"1325",1186,"1","1","5","6","7",22,30,18,15,22
"1326",1186,"1","1","5","6","7",24,22,17,23,22
"1327",1189,"2","2","3","2","1",18,19,15,16,17
"1328",1189,"2","2","3","2","1",11,12,17,16,18
"1331",1191,"2","1","3","3","4",17,31,26,25,25
"1332",1191,"2","1","3","3","4",12,20,23,23,24
"1333",1192,"1","1","3","3","1",21,22,16,21,19
"1334",1192,"1","1","3","3","1",19,26,20,24,18
"1337",1194,"1","1","4","4","4",17,20,15,18,18
"1338",1194,"1","1","4","4","4",16,17,19,19,16
"1339",1201,"1","1","1","1","2",18,20,18,20,17
"1340",1201,"1","1","1","1","2",20,20,19,17,20
"1341",1206,"1","1","2","3","1",23,23,24,23,22
"1342",1206,"1","1","2","3","1",26,29,23,25,23
"1343",1209,"1","1","3","4","4",14,19,15,22,16
"1344",1209,"1","1","3","4","4",16,18,16,21,17
"1345",1211,"2","1","2","1","3",22,29,24,25,23
"1346",1211,"2","1","2","1","3",24,26,22,29,27
"1347",1213,"2","1","3","5","2",17,11,14,12,20
"1348",1213,"2","1","3","5","2",14,10,10,16,19
"1349",1215,"2","1","3","5","2",17,16,17,16,14
"1350",1215,"2","1","3","5","2",17,18,17,10,15
"1351",1216,"1","1","3","5","5",24,24,22,23,22
"1352",1216,"1","1","3","5","5",17,20,21,23,18
"1353",1218,"2","1","4","4","7",16,25,20,20,18
"1354",1218,"2","1","4","4","7",14,18,15,22,19
"1355",1221,"2","1","3","4","3",13,20,16,20,19
"1356",1221,"2","1","3","4","3",16,27,22,23,19
"1357",1226,"2","1","1","1","1",26,22,24,20,27
"1358",1226,"2","1","1","1","1",25,20,24,26,26
"1359",1227,"1","1","4","3","2",28,25,27,30,29
"1360",1227,"1","1","4","3","2",19,24,23,28,25
"1361",1229,"2","2","5","5","4",28,29,28,23,25
"1362",1229,"2","2","5","5","4",20,17,20,23,21
"1363",1230,"2","1","4","6","6",23,20,21,19,28
"1364",1230,"2","1","4","6","6",26,24,25,22,28
"1365",1232,"2","1","3","2","2",23,18,18,25,19
"1366",1232,"2","1","3","2","2",23,18,21,19,22
"1367",1234,"2","1","3","4","2",20,17,23,21,24
"1368",1234,"2","1","3","4","2",23,23,22,16,22
"1369",1237,"2","1","3","3","2",21,12,19,12,17
"1370",1237,"2","1","3","3","2",16,19,15,21,17
"1371",1240,"1","1","3","1","1",13,17,17,12,16
"1372",1240,"1","1","3","1","1",14,26,16,20,16
"1373",1241,"2","1","3","2","3",17,19,15,11,18
"1374",1241,"2","1","3","2","3",16,20,16,11,18
"1375",1242,"1","1","5","6","4",14,27,18,24,19
"1376",1242,"1","1","5","6","4",13,23,15,12,19
"1377",1245,"2","2","4","5","5",25,28,25,24,23
"1378",1245,"2","2","4","5","5",22,19,24,16,25
"1379",1247,"2","1","3","5","7",19,21,22,13,24
"1380",1247,"2","1","3","5","7",17,28,28,19,27
"1383",1250,"2","2","4","3","2",19,16,22,25,22
"1384",1250,"2","2","4","3","2",23,16,17,14,20
"1385",1252,"1","1","5","6","4",18,26,22,25,22
"1386",1252,"1","1","5","6","4",21,24,23,27,22
"1387",1253,"2","1","4","5","4",19,23,24,24,24
"1388",1253,"2","1","4","5","4",17,19,21,17,21
"1389",1254,"1","1","3","3","2",15,18,19,18,12
"1390",1254,"1","1","3","3","2",16,22,21,18,13
"1391",1256,"1","1","3","3","1",6,14,7,12,13
"1392",1256,"1","1","3","3","1",14,18,17,13,17
"1393",1258,"2","2","4","3","7",26,17,17,25,18
"1394",1258,"2","2","4","3","7",20,22,15,14,18
"1395",1260,"2","1","3","2","1",19,17,16,16,16
"1396",1260,"2","1","3","2","1",16,18,17,17,18
"1397",1261,"2","2","5","1","3",25,20,22,23,23
"1398",1261,"2","2","5","1","3",21,20,16,17,21
"1399",1262,"2","1","2","1","2",23,19,13,17,18
"1400",1262,"2","1","2","1","2",22,17,15,20,18
"1403",1266,"2","1","1","1","2",23,13,22,26,23
"1404",1266,"2","1","1","1","2",24,23,19,23,22
"1405",1267,"1","1","4","2","2",19,27,19,26,20
"1406",1267,"1","1","4","2","2",17,26,23,25,21
"1407",1268,"1","2","4","6","7",26,30,22,23,21
"1408",1268,"1","2","4","6","7",25,31,26,27,23
"1409",1272,"2","1","3","4","2",21,18,20,21,18
"1410",1272,"2","1","3","4","2",19,20,16,19,14
"1411",1274,"1","1","3","4","3",16,28,21,25,15
"1412",1274,"1","1","3","4","3",19,31,26,27,21
"1413",1275,"2","2","1","4","2",22,24,24,21,22
"1414",1275,"2","2","1","4","2",24,32,27,31,24
"1415",1276,"2","1","3","3","1",30,30,22,23,23
"1416",1276,"2","1","3","3","1",28,27,17,17,23
"1417",1278,"2","1","4","1","4",8,17,17,18,15
"1418",1278,"2","1","4","1","4",18,16,15,21,15
"1419",1279,"2","1","3","4","1",20,14,16,18,14
"1420",1279,"2","1","3","4","1",19,16,20,23,22
"1421",1280,"1","1","3","2","5",21,31,26,28,23
"1422",1280,"1","1","3","2","5",23,30,29,25,23
"1423",1281,"2","2","5","6","7",29,25,29,29,30
"1424",1281,"2","2","5","6","7",28,28,29,29,30
"1425",1287,"2","2","5","5","6",19,19,23,20,18
"1426",1287,"2","2","5","5","6",22,22,24,16,27
"1427",1288,"2","1","3","3","2",11,7,15,7,15
"1428",1288,"2","1","3","3","2",16,12,18,8,18
"1429",1290,"2","1","3","2","2",17,18,16,12,15
"1430",1290,"2","1","3","2","2",16,19,14,15,16
"1431",1293,"1","1","4","3","2",11,25,12,16,14
"1432",1293,"1","1","4","3","2",15,22,12,20,14
"1433",1296,"2","1","3","4","3",22,20,11,21,18
"1434",1296,"2","1","3","4","3",25,25,20,21,21
"1435",1300,"2","2","4","5","5",24,24,19,23,22
"1436",1300,"2","2","4","5","5",21,22,20,17,22
"1437",1301,"2","1","1","1","2",15,17,18,16,21
"1438",1301,"2","1","1","1","2",17,21,20,18,21
"1441",1304,"1","2","3","4","2",15,18,15,18,15
"1442",1304,"1","2","3","4","2",13,16,11,13,12
"1443",1305,"1","1","4","6","5",24,26,21,24,22
"1444",1305,"1","1","4","6","5",24,24,21,20,21
"1445",1306,"1","2","4","1","1",17,16,15,22,15
"1446",1306,"1","2","4","1","1",13,19,16,25,19
"1447",1307,"2","1","3","3","2",17,13,20,10,17
"1448",1307,"2","1","3","3","2",26,20,17,20,17
"1449",1308,"1","2","5","6","4",17,22,17,26,20
"1450",1308,"1","2","5","6","4",18,21,21,17,20
"1451",1310,"2","1","3","2","2",16,7,15,21,17
"1452",1310,"2","1","3","2","2",17,20,18,18,16
"1453",1316,"2","1","6","5","2",15,14,14,7,17
"1454",1316,"2","1","6","5","2",13,14,11,16,18
"1455",1323,"1","1","3","3","4",26,23,25,24,27
"1456",1323,"1","1","3","3","4",24,27,24,27,24
"1457",1325,"1","1","5","6","2",17,25,18,25,18
"1458",1325,"1","1","5","6","2",23,25,19,23,21
"1461",1327,"1","2","5","5","4",22,22,15,23,19
"1462",1327,"1","2","5","5","4",21,20,22,23,21
"1465",1329,"1","1","3","3","2",23,25,18,20,18
"1466",1329,"1","1","3","3","2",18,26,21,25,20
"1467",1330,"1","1","4","6","4",21,22,25,26,25
"1468",1330,"1","1","4","6","4",22,27,26,26,25
"1469",1331,"1","1","5","6","7",19,27,27,26,23
"1470",1331,"1","1","5","6","7",21,28,29,29,24
"1471",1332,"1","2","6","6","6",9,18,17,10,17
"1472",1332,"1","2","6","6","6",21,32,26,28,24
"1473",1333,"1","1","3","3","4",21,28,19,23,28
"1474",1333,"1","1","3","3","4",23,31,24,26,27
"1475",1334,"2","2","3","3","2",21,18,15,18,14
"1476",1334,"2","2","3","3","2",18,20,18,16,18
"1477",1336,"2","1","2","2","2",17,14,18,16,18
"1478",1336,"2","1","2","2","2",18,14,20,15,18
"1479",1337,"2","1","4","5","3",17,18,17,14,16
"1480",1337,"2","1","4","5","3",15,20,17,24,15
"1481",1338,"2","1","3","4","3",18,24,14,16,21
"1482",1338,"2","1","3","4","3",20,25,17,15,20
"1483",1339,"1","2","2","2","2",22,22,14,12,18
"1484",1339,"1","2","2","2","2",22,20,19,10,18
"1485",1341,"1","2","5","5","5",19,25,22,23,20
"1486",1341,"1","2","5","5","5",22,25,30,25,24
"1487",1345,"2","2","5","3","2",19,14,17,16,17
"1488",1345,"2","2","5","3","2",15,20,14,19,16
"1493",1351,"2","1","5","5","4",20,19,14,13,20
"1494",1351,"2","1","5","5","4",21,21,22,13,22
"1495",1352,"2","2","5","6","4",30,28,28,28,30
"1496",1352,"2","2","5","6","4",29,29,27,29,30
"1497",1353,"1","1","5","6","5",24,32,27,30,32
"1498",1353,"1","1","5","6","5",26,30,30,30,32
"1499",1354,"1","2","2","2","4",7,13,9,17,14
"1500",1354,"1","2","2","2","4",13,20,17,19,15
"1501",1357,"1","1","3","3","3",8,13,14,14,4
"1502",1357,"1","1","3","3","3",12,18,13,16,12
"1505",1359,"1","2","4","6","4",24,28,28,22,22
"1506",1359,"1","2","4","6","4",19,31,31,27,26
"1507",1360,"2","2","3","3","7",15,13,13,9,17
"1508",1360,"2","2","3","3","7",17,17,18,16,20
"1509",1361,"1","2","5","4","4",20,26,23,26,28
"1510",1361,"1","2","5","4","4",27,32,32,29,30
"1511",1365,"2","1","3","4","5",22,24,28,23,30
"1512",1365,"2","1","3","4","5",24,27,26,23,29
"1513",1366,"1","1","4","3","2",14,23,15,11,12
"1514",1366,"1","1","4","3","2",13,22,18,12,14
"1515",1367,"1","1","3","3","2",22,24,16,11,16
"1516",1367,"1","1","3","3","2",18,24,20,26,18
"1517",1369,"2","2","3","4","2",18,11,18,11,17
"1518",1369,"2","2","3","4","2",20,23,24,16,22
"1519",1370,"1","2","3","3","2",25,24,24,23,27
"1520",1370,"1","2","3","3","2",26,25,29,26,28
"1521",1371,"2","1","2","4","2",20,13,18,16,18
"1522",1371,"2","1","2","4","2",23,15,23,15,19
"1523",1372,"1","1","5","6","5",20,21,15,22,21
"1524",1372,"1","1","5","6","5",20,20,18,24,18
"1525",1374,"1","1","6","5","5",23,27,25,28,26
"1526",1374,"1","1","6","5","5",21,32,28,28,23
"1527",1375,"2","1","3","4","2",18,20,20,15,21
"1528",1375,"2","1","3","4","2",20,20,21,15,21
"1529",1378,"2","1","3","5","4",21,20,21,16,17
"1530",1378,"2","1","3","5","4",19,17,20,23,18
"1531",1379,"2","1","3","4","4",24,24,29,23,27
"1532",1379,"2","1","3","4","4",29,30,28,28,29
"1535",1383,"1","2","6","6","7",20,28,26,28,24
"1536",1383,"1","2","6","6","7",21,21,14,15,14
"1537",1384,"2","1","2","2","2",19,13,14,12,12
"1538",1384,"2","1","2","2","2",19,14,17,12,13
"1539",1386,"2","1","2","3","2",15,11,16,20,19
"1540",1386,"2","1","2","3","2",20,21,20,11,20
"1541",1387,"2","2","3","5","3",20,22,20,17,25
"1542",1387,"2","2","3","5","3",21,26,19,16,23
"1543",1388,"2","2","4","4","2",27,20,18,24,21
"1544",1388,"2","2","4","4","2",21,14,18,19,20
"1545",1390,"2","1","2","2","2",19,11,18,14,17
"1546",1390,"2","1","2","2","2",21,15,18,23,17
"1549",1392,"2","2","3","2","5",17,22,15,12,18
"1550",1392,"2","2","3","2","5",19,17,20,16,16
"1551",1393,"1","2","2","1","2",23,26,23,26,27
"1552",1393,"1","2","2","1","2",25,12,22,25,26
"1555",1395,"1","1","3","3","2",13,32,21,25,18
"1556",1395,"1","1","3","3","2",10,31,24,26,20
"1557",1396,"2","1","2","3","3",20,13,16,17,16
"1558",1396,"2","1","2","3","3",19,19,16,20,17
"1559",1397,"2","2","3","3","2",27,25,23,24,22
"1560",1397,"2","2","3","3","2",21,23,20,19,21
"1561",1398,"1","1","2","2","3",11,12,14,16,14
"1562",1398,"1","1","2","2","3",12,10,15,16,15
"1563",1399,"2","2","4","6","3",16,14,23,19,20
"1564",1399,"2","2","4","6","3",20,16,23,25,27
"1565",1402,"2","1","5","3","3",23,17,20,24,19
"1566",1402,"2","1","5","3","3",22,17,24,21,22
"1569",1405,"1","1","3","4","3",9,21,16,11,18
"1570",1405,"1","1","3","4","3",15,20,17,12,17
"1571",1408,"2","1","3","4","2",13,11,17,13,19
"1572",1408,"2","1","3","4","2",17,11,18,10,19
"1573",1411,"1","2","4","6","5",17,20,19,16,24
"1574",1411,"1","2","4","6","5",16,24,19,23,24
"1575",1414,"2","1","3","3","2",17,17,16,22,24
"1576",1414,"2","1","3","3","2",22,17,21,14,27
"1577",1417,"1","1","4","6","6",20,24,28,27,29
"1578",1417,"1","1","4","6","6",20,32,30,30,30
"1579",1418,"1","1","4","4","4",24,25,22,25,22
"1580",1418,"1","1","4","4","4",19,28,23,26,22
"1581",1421,"2","1","3","3","2",19,21,19,15,21
"1582",1421,"2","1","3","3","2",19,18,17,15,22
"1583",1424,"2","2","5","4","4",27,19,31,28,29
"1584",1424,"2","2","5","4","4",25,20,27,27,28
"1585",1426,"2","1","2","1","2",18,14,18,18,18
"1586",1426,"2","1","2","1","2",17,13,18,19,16
"1587",1429,"2","2","6","5","4",16,19,19,20,23
"1588",1429,"2","2","6","5","4",12,17,18,16,23
"1589",1430,"2","1","1","3","2",23,14,22,25,18
"1590",1430,"2","1","1","3","2",26,12,23,20,18
"1591",1431,"1","1","1","2","2",12,21,16,18,16
"1592",1431,"1","1","1","2","2",19,20,19,18,20
"1593",1432,"2","1","3","3","2",15,14,10,12,12
"1594",1432,"2","1","3","3","2",17,19,17,21,14
"1595",1433,"1","2","1","3","1",22,14,19,20,14
"1596",1433,"1","2","1","3","1",27,22,24,28,25
"1597",1434,"1","1","2","1","1",18,20,17,20,15
"1598",1434,"1","1","2","1","1",17,16,18,12,15
"1599",1437,"1","2","3","4","4",24,30,27,29,28
"1600",1437,"1","2","3","4","4",20,20,21,24,23
"1603",1439,"2","1","4","6","7",19,23,24,23,21
"1604",1439,"2","1","4","6","7",22,29,27,23,25
"1605",1440,"2","2","1","1","1",17,11,17,13,13
"1606",1440,"2","2","1","1","1",17,10,19,10,14
"1607",1442,"1","1","3","5","4",24,30,21,23,22
"1608",1442,"1","1","3","5","4",20,22,20,23,20
"1609",1445,"1","1","4","5","4",5,12,4,3,11
"1610",1445,"1","1","4","5","4",6,13,3,6,15
"1611",1446,"2","1","5","4","4",21,19,20,25,18
"1612",1446,"2","1","5","4","4",16,11,16,12,14
"1613",1447,"2","1","3","2","2",14,18,15,17,19
"1614",1447,"2","1","3","2","2",18,14,16,14,14
"1615",1453,"1","1","4","3","4",27,25,27,24,28
"1616",1453,"1","1","4","3","4",26,22,25,27,28
"1617",1455,"2","1","4","5","4",20,21,22,17,19
"1618",1455,"2","1","4","5","4",24,23,20,11,18
"1619",1456,"1","1","4","5","5",29,34,25,28,30
"1620",1456,"1","1","4","5","5",24,35,23,30,28
"1621",1457,"2","2","3","3","4",23,27,28,26,27
"1622",1457,"2","2","3","3","4",20,21,25,24,22
"1623",1459,"1","1","3","3","2",11,13,15,13,16
"1624",1459,"1","1","3","3","2",19,14,19,16,17
"1625",1460,"1","1","3","3","4",15,25,23,26,22
"1626",1460,"1","1","3","3","4",18,22,27,21,20
"1627",1461,"1","1","1","1","1",22,25,25,23,23
"1628",1461,"1","1","1","1","1",21,27,25,22,23
"1629",1465,"2","1","5","5","3",24,30,23,21,23
"1630",1465,"2","1","5","5","3",22,28,20,20,20
"1631",1466,"2","1","3","4","3",27,26,25,26,28
"1632",1466,"2","1","3","4","3",24,26,25,25,24
"1633",1468,"2","2","3","4","2",16,20,9,12,16
"1634",1468,"2","2","3","4","2",22,20,21,22,21
"1635",1470,"2","1","1","1","1",13,10,13,12,16
"1636",1470,"2","1","1","1","1",13,12,8,7,15
"1637",1473,"1","1","3","5","3",22,29,23,23,21
"1638",1473,"1","1","3","5","3",26,30,25,25,24
"1641",1477,"1","2","4","2","2",24,24,27,28,18
"1642",1477,"1","2","4","2","2",22,22,24,24,20
"1643",1478,"2","1","2","4","3",15,17,18,19,23
"1644",1478,"2","1","2","4","3",17,18,12,14,23
"1645",1481,"2","2","2","3","1",16,13,17,13,18
"1646",1481,"2","2","2","3","1",20,16,17,15,23
"1647",1484,"2","1","5","3","5",22,23,20,22,23
"1648",1484,"2","1","5","3","5",26,24,23,23,26
"1649",1485,"1","1","4","4","1",21,30,28,25,27
"1650",1485,"1","1","4","4","1",21,29,24,25,23
"1651",1486,"2","2","3","4","2",24,14,20,18,20
"1652",1486,"2","2","3","4","2",26,19,20,18,21
"1653",1491,"1","1","3","3","3",22,30,25,27,23
"1654",1491,"1","1","3","3","3",24,25,26,29,23
"1655",1493,"1","2","5","6","3",15,25,16,14,23
"1656",1493,"1","2","5","6","3",9,8,13,8,14
"1657",1494,"1","1","3","1","1",27,29,28,32,27
"1658",1494,"1","1","3","1","1",26,28,29,31,32
"1659",1495,"1","2","4","3","2",24,20,22,18,21
"1660",1495,"1","2","4","3","2",24,28,18,24,20
"1661",1496,"2","2","3","4","5",22,19,22,18,20
"1662",1496,"2","2","3","4","5",20,21,15,21,20
"1663",1497,"1","2","3","5","4",23,33,25,23,24
"1664",1497,"1","2","3","5","4",14,23,23,24,22
"1665",1499,"2","2","3","6","3",9,13,12,6,13
"1666",1499,"2","2","3","6","3",12,14,13,11,15
"1667",1500,"1","2","1","4","2",23,29,24,19,23
"1668",1500,"1","2","1","4","2",17,24,20,21,22
"1669",1501,"1","2","1","1","1",15,21,22,19,21
"1670",1501,"1","2","1","1","1",20,22,25,25,24
"1671",1503,"1","1","3","4","4",16,22,26,23,25
"1672",1503,"1","1","3","4","4",18,23,24,21,27
"1673",1504,"2","1","4","4","3",18,12,20,15,19
"1674",1504,"2","1","4","4","3",17,7,18,11,21
"1675",1505,"2","2","3","4","2",23,14,24,20,25
"1676",1505,"2","2","3","4","2",20,25,18,25,21
